"SONG_ID","TITLE","SP BEGINNER","SP NORMAL","SP HYPER","SP ANOTHER","SP LEGGENDARIA","DP NORMAL","DP HYPER","DP ANOTHER","DP LEGGENDARIA","SPB","SPN","SPH","SPA","SPL","DPN","DPH","DPA","DPL"
"1483","Tail Lights","NULL","556","990","1589","NULL","594","977","1613","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1484","TOMAHAWK","NULL","697","1215","1830","NULL","713","1318","1841","NULL","NULL","6","10","12","NULL","7","10","12","NULL"
"1485","Triple Cross","297","568","1172","1667","NULL","598","1184","1693","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1486","Ventriloquist","NULL","396","774","1232","NULL","399","764","1173","NULL","NULL","4","8","11","NULL","4","8","11","NULL"
"1487","Victory Of Ravers","NULL","517","894","1301","NULL","535","864","1168","NULL","NULL","6","9","11","NULL","6","9","10","NULL"
"1488","Votania Beat","NULL","541","829","1284","NULL","543","806","1276","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1489","WHA","NULL","627","1206","1946","NULL","687","1127","1928","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1490","Wonderful Escape","NULL","488","744","1052","NULL","494","726","1035","NULL","NULL","5","7","10","NULL","5","8","10","NULL"
"1491","Xyndrome","NULL","488","840","1495","NULL","529","901","1480","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1492","10000 MILES AWAY","NULL","525","842","1494","NULL","535","874","1504","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1493","2 Beasts Unchained","NULL","759","1145","1780","NULL","766","1170","1736","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1494","808monkey","NULL","385","606","914","NULL","393","655","969","NULL","NULL","4","7","9","NULL","4","7","9","NULL"
"1495","青の洞窟","NULL","455","1033","1600","NULL","472","1027","1560","NULL","NULL","4","9","11","NULL","4","9","11","NULL"
"1496","アクマフカ","NULL","382","780","1168","NULL","382","774","1229","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1497","天邪鬼","209","500","870","1693","NULL","514","906","1758","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1498","愛しくてラヴィンユー ft. マナ","NULL","407","757","1209","NULL","395","749","1287","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1499","ウツシミウツシ","NULL","640","1049","1595","NULL","634","1129","1590","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1500","オールトの雲","NULL","617","1015","1335","NULL","612","973","1313","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1501","黒紅掬い","NULL","336","613","916","NULL","334","617","1046","NULL","NULL","4","7","9","NULL","4","7","9","NULL"
"1502","《GRANDMASTER》","NULL","499","939","1504","NULL","496","934","1508","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1503","逆月","NULL","760","1194","1920","NULL","768","1177","1848","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1504","月とミルク","NULL","500","800","1400","NULL","519","772","1351","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1505","ナイトフィクション","NULL","367","790","1087","NULL","380","767","1094","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1506","ハイテックトキオ","NULL","560","980","1367","1657","536","969","1385","1670","NULL","6","9","11","12","6","9","11","12"
"1507","ピアノ独奏無言歌 ”灰燼”","NULL","608","1256","1977","NULL","618","1300","2174","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1508","烽火連天の刃","NULL","576","1195","1771","NULL","572","1216","1778","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1509","禊","NULL","545","1169","1631","NULL","560","1153","1587","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1510","めでてえ","NULL","562","875","1336","NULL","559","873","1303","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1511","Always We Trust In You","NULL","607","951","1625","NULL","630","925","1692","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1512","Ambush Ace","NULL","542","1075","1492","NULL","528","959","1477","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1513","AWA AWA","NULL","398","671","1169","NULL","405","705","1237","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1514","B.O.D.Y.","NULL","558","1103","1734","NULL","608","1067","1661","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1515","Bad Encryption","NULL","678","1015","1633","NULL","692","998","1614","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1516","Beyond Evolution","NULL","753","1332","2216","NULL","777","1364","2137","NULL","NULL","7","11","12","NULL","7","11","12","NULL"
"1517","BIGWAVERS","NULL","587","963","1796","NULL","599","1042","1777","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1518","C-C-C-N-N-N","NULL","504","898","1434","NULL","525","902","1490","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1519","Caldwell 99","NULL","530","975","1293","NULL","541","961","1338","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1520","Chaotoxin","NULL","599","888","1705","NULL","615","869","1746","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1521","CUE CUE RESCUE","267","580","853","1278","NULL","555","838","1244","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1522","DIAMOND JACKAL","NULL","540","839","1313","NULL","531","800","1213","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1523","Dreaming Dream","NULL","423","719","1143","NULL","426","705","1118","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1524","Driver","NULL","450","651","906","NULL","455","647","930","NULL","NULL","5","7","9","NULL","5","7","9","NULL"
"1525","EXODUS SIGN","NULL","626","921","1366","NULL","633","946","1275","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1526","Fading Stars","NULL","553","831","1367","NULL","581","874","1292","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1527","FLARE -炎舞- ft.Nana Takahashi","NULL","573","961","1455","NULL","575","970","1337","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1528","Get On Your Feet","NULL","573","914","1384","NULL","587","944","1347","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1529","GET UP AGAIN","NULL","564","856","1226","NULL","588","821","1227","NULL","NULL","6","8","10","NULL","6","8","10","NULL"
"1530","Hat Surprise (Season 2)","NULL","514","928","1729","NULL","524","947","1703","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1531","I","NULL","632","1191","1901","NULL","617","1151","1890","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1532","kors k’s How to make OTOGE CORE 「LONG」","NULL","607","1216","1863","NULL","610","1219","1859","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1533","LADS","NULL","474","834","1155","NULL","519","720","1349","NULL","NULL","5","7","10","NULL","5","7","10","NULL"
"1534","LOUDER ROLLING THUNDER","NULL","555","1029","1767","NULL","635","1026","1650","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1535","Luna Plena","NULL","438","814","1309","NULL","455","794","1334","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1536","mathematical good-bye","NULL","589","925","1427","NULL","576","911","1407","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1537","MAX 360","NULL","616","1192","1610","NULL","615","1190","1610","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1538","Meissa","NULL","465","826","1435","NULL","463","825","1415","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1539","Move UR Body","NULL","597","919","1327","NULL","544","919","1358","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1540","Next Level","NULL","477","817","1100","NULL","473","816","1135","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1541","No Border","NULL","589","1013","1895","NULL","592","1075","1953","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1542","ONE AND ONLY","NULL","600","919","1639","NULL","620","1018","1646","NULL","NULL","6","9","12","NULL","6","10","12","NULL"
"1543","OVER VOLTAGE","NULL","560","935","1332","NULL","583","954","1371","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1544","Peaktime Booster","NULL","588","959","1663","NULL","588","909","1572","NULL","NULL","7","10","12","NULL","6","10","12","NULL"
"1545","Peng-Ging Sky High!!","NULL","550","746","1336","NULL","558","760","1341","NULL","NULL","5","7","10","NULL","5","7","10","NULL"
"1546","Perfect Plan","NULL","595","912","1328","NULL","597","913","1305","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1547","Programmed Genom","NULL","570","826","1214","NULL","559","829","1155","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1548","Red Soul","NULL","543","915","1494","NULL","532","931","1463","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1549","Rewind Time","NULL","361","658","1107","NULL","360","655","1215","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1550","RINИE","NULL","604","1186","1788","NULL","604","1172","1767","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"1551","Ruler or Loser","NULL","494","845","1339","NULL","493","855","1351","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1552","Seraph","NULL","500","922","1227","NULL","503","859","1234","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1553","Shadow World","NULL","498","836","1369","NULL","510","885","1365","NULL","NULL","4","8","11","NULL","4","8","11","NULL"
"1554","Shamshir","NULL","557","751","1132","NULL","552","749","1129","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1555","Somnidiscotheque","NULL","680","1053","1776","NULL","682","1038","1788","NULL","NULL","6","11","12","NULL","6","10","12","NULL"
"1556","STAR BEAT","NULL","427","880","1230","NULL","446","882","1271","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1557","STRAIGHT TO THE STARS","NULL","530","879","1506","NULL","486","857","1456","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1558","Stylus","NULL","627","993","1440","NULL","648","1019","1741","NULL","NULL","6","9","11","NULL","6","10","12","NULL"
"1559","Summerblue","186","551","886","1232","NULL","552","885","1271","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1560","Sunny Day Vibes","NULL","482","829","1150","NULL","562","930","1211","NULL","NULL","5","8","10","NULL","6","9","11","NULL"
"1561","Super Freak","NULL","565","963","1754","NULL","606","974","1789","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1562","suspicions","NULL","609","1174","1908","NULL","666","1224","1914","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1563","Swing My Wonderland","NULL","662","1178","1570","NULL","662","1147","1500","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1564","TECHNOPHOBIA","NULL","404","852","1544","NULL","437","839","1538","NULL","NULL","5","8","12","NULL","5","8","12","NULL"
"1565","The Clown of 24stairs","NULL","579","1146","1788","NULL","572","1117","1786","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1566","THE TIME MACHINE","NULL","552","900","1350","NULL","574","856","1328","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1567","VØID","NULL","684","1028","1712","NULL","685","991","1709","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1568","VOLAQUAS","NULL","670","1119","1982","NULL","667","1141","2003","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1569","VOLCANIC BIGBEAT","NULL","552","932","1444","NULL","568","922","1402","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1570","wanna be a ”BAD GIRL” feat. Nana Takahashi","NULL","401","665","1029","1327","395","661","1002","1413","NULL","3","6","9","10","3","6","9","10"
"1571","Xerulean","NULL","690","1049","1802","NULL","709","1043","1804","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1572","ZEИITH","NULL","580","1020","1531","NULL","597","1008","1502","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1573","3V0","NULL","530","929","1530","NULL","530","930","1530","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1574","7 Colors","NULL","318","607","970","NULL","318","597","997","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1575","[ ]DENTITY","NULL","590","1070","2000","NULL","616","1048","2000","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1576","雨のちパノラマセカイ","NULL","413","721","1112","NULL","491","798","1115","NULL","NULL","4","7","9","NULL","4","7","10","NULL"
"1577","あるビー！ feat.ころねぽち","NULL","500","900","1457","NULL","502","885","1474","NULL","NULL","4","9","11","NULL","4","9","11","NULL"
"1578","栄冠のカンパネラ","NULL","687","1101","2000","NULL","700","1179","2000","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1579","《ORDERBREAKER》","NULL","511","815","1257","NULL","521","750","1298","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1580","Ōu Legends","NULL","581","1068","1687","NULL","600","1063","1701","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1581","神のシナリオ","NULL","593","882","1652","NULL","589","904","1630","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1582","#CMFLG","NULL","601","1186","1748","NULL","625","1152","1562","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1583","きゅんです。","NULL","367","724","1177","NULL","384","718","1202","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1584","響花水月","NULL","608","974","1487","NULL","586","1039","1545","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1585","昏き甲鉄のヴェルガ","NULL","458","813","1177","NULL","431","766","1229","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1586","■□模様","NULL","495","782","1337","NULL","527","809","1380","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1587","サヨナラ・ヘヴン-Celtic Chip Dance Mix-","NULL","461","775","1319","NULL","443","736","1280","NULL","NULL","4","8","10","NULL","4","7","10","NULL"
"1588","≡+≡","301","698","1069","1520","NULL","696","1031","1573","NULL","NULL","7","10","11","NULL","7","10","11","NULL"
"1589","罪過の聖堂","NULL","449","708","1080","NULL","449","731","1081","NULL","NULL","5","8","10","NULL","4","9","11","NULL"
"1590","湘南ロンリーMIDNIGHT RAIN","NULL","493","918","1438","NULL","518","891","1305","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1591","ぞうしょく！？マイデンティティ","NULL","645","1177","1851","NULL","645","1165","1787","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1592","ちょえちょえまぎか","NULL","619","1159","1529","2098","619","1136","1512","2044","NULL","6","10","11","12","6","10","11","12"
"1593","月と夢の跡 ft. マナ","NULL","484","780","1269","NULL","488","808","1233","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1594","儚キ戀ノ幻想譚","298","797","1169","1808","NULL","806","1139","1800","NULL","NULL","8","10","12","NULL","7","10","12","NULL"
"1595","パーフェクトイーター","NULL","591","1057","1531","NULL","599","1060","1541","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1596","真夜中のバベル","NULL","360","607","877","NULL","357","597","891","NULL","NULL","4","7","9","NULL","4","7","9","NULL"
"1597","楽園追放","NULL","476","796","1228","NULL","496","776","1223","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1598","輪廻の鴉","NULL","520","910","1398","NULL","584","910","1398","NULL","NULL","5","9","11","NULL","6","9","11","NULL"
"1599","恋愛＝精度×認識力","NULL","825","1220","1756","NULL","805","1174","1716","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1600","惑星☆ロリポップ","NULL","397","806","1425","NULL","413","790","1459","NULL","NULL","4","8","11","NULL","4","7","11","NULL"
"1601","ACTØ","NULL","639","1124","1534","NULL","620","1043","1606","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1602","Aeterna","NULL","498","797","1285","NULL","507","789","1258","NULL","NULL","4","8","10","NULL","4","8","11","NULL"
"1603","Akatsuki","NULL","509","789","1135","NULL","479","759","1041","NULL","NULL","5","7","10","NULL","5","7","10","NULL"
"1604","Amethyst","NULL","667","933","1322","NULL","643","953","1248","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1605","Bitter & Lucky","NULL","443","704","1287","NULL","456","873","1369","NULL","NULL","4","7","10","NULL","4","8","10","NULL"
"1606","CADENZA","NULL","775","1277","2357","NULL","769","1302","2354","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1607","Chemical Colours","NULL","526","1035","1416","NULL","547","1021","1426","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1608","COUNTING SHEEP ft. Kanae Asaba","NULL","339","659","1114","NULL","343","689","1077","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1609","Cult Invitation","NULL","621","984","1804","NULL","617","994","1779","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1610","Dahlia","NULL","665","1095","1617","NULL","694","1030","1600","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1611","DAZZLE ATTACK","277","494","847","1435","NULL","500","858","1419","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1612","Deep Sea Mystery","NULL","567","749","997","NULL","566","815","1057","NULL","NULL","6","8","10","NULL","6","9","11","NULL"
"1613","Demon March","NULL","749","1209","1875","NULL","789","1294","1984","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1614","Echoes of Sunfall","NULL","522","838","1518","NULL","537","817","1410","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1615","frequent","NULL","665","1178","1900","NULL","655","1260","1821","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"1616","Get Higher","NULL","496","889","1171","NULL","509","909","1259","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1617","Get Wicked","NULL","454","744","1251","NULL","464","744","1132","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1618","Ghost Pulse","NULL","537","852","1409","NULL","517","877","1420","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1619","Glitch N Ride","NULL","461","834","1389","NULL","513","846","1349","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1620","GloriosA","NULL","622","1015","1437","NULL","601","920","1322","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1621","GLORIOUS HAMMER","NULL","560","993","1587","NULL","611","1040","1520","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1622","Hard Breaker","NULL","391","793","1286","NULL","416","797","1234","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1623","Hat Surprise (Season 3)","NULL","632","1107","1384","NULL","623","1062","1345","NULL","NULL","6","10","11","NULL","6","10","11","NULL"
"1624","i-ii","NULL","559","911","1499","NULL","555","899","1444","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1625","INHERITANCE","NULL","553","913","1432","NULL","552","896","1376","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1626","Iris","208","421","775","1109","NULL","488","809","1163","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1627","Jumper","NULL","458","763","1214","NULL","466","733","1129","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1628","Just Gimme","NULL","486","869","1393","NULL","470","908","1412","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1629","JUSTICE/GUILTY feat. Nana Takahashi & 709sec.","NULL","882","1271","1959","NULL","879","1275","1909","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1630","MAXIMUM CHEAT GIRL","NULL","628","1133","1842","NULL","653","1166","1787","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1631","Million Dollar","NULL","599","1028","1762","NULL","663","1035","1759","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1632","Monkey Business","NULL","369","809","1324","NULL","393","787","1290","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1633","Mukade","NULL","572","967","1645","NULL","593","966","1546","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1634","My Sweet Bird?","NULL","427","769","1107","1507","432","784","1065","1546","NULL","4","7","9","11","4","7","9","11"
"1635","NEEDLESS MY LOVE FOR YOU","NULL","509","830","1224","NULL","512","835","1301","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1636","Out of Control","NULL","592","1178","1598","NULL","598","1200","1649","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1637","out of disk space","NULL","565","998","1305","NULL","546","948","1289","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1638","PILGRIM","NULL","494","870","1381","NULL","470","772","1359","NULL","NULL","5","9","11","NULL","5","8","11","NULL"
"1639","Psychedelic Intelligence","NULL","636","960","1448","NULL","641","975","1450","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1640","Red Determination","NULL","534","815","1355","NULL","531","820","1373","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1641","Resonant","NULL","542","1206","1864","NULL","580","1173","1824","NULL","NULL","5","10","12","NULL","6","10","12","NULL"
"1642","Shapeshifter","NULL","566","874","1283","NULL","574","863","1335","NULL","NULL","6","9","10","NULL","6","9","11","NULL"
"1643","Sirius","NULL","514","850","1637","NULL","513","850","1533","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1644","SOLAR ECLIPSE","NULL","762","1265","1893","NULL","761","1276","1901","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1645","So What","NULL","315","590","929","NULL","320","618","897","NULL","NULL","3","6","9","NULL","3","6","9","NULL"
"1646","Speculation","NULL","512","915","1530","NULL","520","953","1618","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1647","Submerge Serenade","NULL","548","923","1486","NULL","543","940","1565","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1648","Sword of Vengeance","NULL","726","1115","1650","NULL","747","1181","1615","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1649","The Last Apocalypse","NULL","717","1276","1903","NULL","728","1205","1861","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1650","This Is Club Musik feat. 大久保紅葉","NULL","556","901","1343","NULL","557","889","1330","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1651","Time Distortion pt.2(IIDX Edit)","NULL","667","995","1492","NULL","700","1009","1498","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1652","TITANIUM RIDERS","NULL","450","762","1071","NULL","448","797","1095","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1653","TRIP THE DEEP","NULL","512","832","1289","NULL","500","785","1408","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1654","Tripping Jumping","NULL","424","805","1166","NULL","436","830","1195","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1655","Vermilion Carol","NULL","694","1139","1837","NULL","700","1210","1773","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1656","Vulnerability","NULL","673","1017","1885","NULL","673","1002","1901","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1657","WaterCube Pf.(RX-Ver.S.P.L.)","NULL","295","700","1120","NULL","351","735","1143","NULL","NULL","3","7","10","NULL","3","7","10","NULL"
"1658","winkle 2 winkle","NULL","535","954","1408","NULL","529","920","1381","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1659","Xb10r","NULL","612","1208","1833","NULL","612","1254","1801","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1660","ZEROIN ON THE LIGHT","NULL","567","887","1345","NULL","574","884","1350","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1661","20XX","NULL","611","919","1370","NULL","604","902","1344","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1662","アタシ完全絶対正義ちゃん！","NULL","498","813","1082","NULL","512","814","1096","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1663","神様、つれない。","NULL","352","721","1083","NULL","361","726","1183","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1664","今宵、ロマンス横丁。","NULL","576","1195","1714","NULL","592","1198","1649","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
"1665","灼熱Beach Side Bunny (かめりあ’s ”Summertime D’n’B” Remix)","NULL","543","1001","1647","NULL","561","1017","1634","NULL","NULL","5","9","12","NULL","6","10","12","NULL"
"1666","終焔のClaudia","NULL","719","1014","1406","NULL","698","1015","1394","NULL","NULL","8","10","12","NULL","7","10","12","NULL"
"1667","シンデレラ","271","438","780","1119","NULL","457","791","1165","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1668","センチメンタル・サマー","NULL","337","652","1004","NULL","356","669","1028","NULL","NULL","3","6","9","NULL","3","6","9","NULL"
"1669","電光","NULL","545","976","1560","NULL","593","1014","1616","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1670","電子になりたい","NULL","425","729","1017","NULL","446","715","1001","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1671","電腦都市","NULL","717","1181","1738","NULL","718","1208","1745","NULL","NULL","7","10","12","NULL","7","10","12","NULL"
"1672","ないないルーティン","NULL","298","691","1053","NULL","356","676","931","NULL","NULL","3","7","10","NULL","3","7","10","NULL"
"1673","夏風邪デスコ","159","412","892","1339","NULL","406","898","1283","NULL","NULL","4","8","10","NULL","4","8","10","NULL"
"1674","果たせぬ約束 ft. 小林マナ","NULL","592","988","1515","NULL","564","1019","1514","NULL","NULL","6","9","11","NULL","5","9","11","NULL"
"1675","《PL|RAYER》","NULL","469","886","1420","NULL","463","852","1421","NULL","NULL","5","9","12","NULL","5","9","12","NULL"
"1676","摩天楼","NULL","348","762","1309","NULL","379","805","1316","NULL","NULL","4","8","12","NULL","4","9","12","NULL"
"1677","夢縁","NULL","605","1073","1515","NULL","573","1095","1506","NULL","NULL","6","10","11","NULL","6","10","11","NULL"
"1678","流桜ノ門","NULL","510","804","1075","NULL","515","829","1099","NULL","NULL","5","8","10","NULL","5","8","10","NULL"
"1679","れとりば！","NULL","431","671","1032","NULL","425","657","996","NULL","NULL","4","7","9","NULL","4","7","9","NULL"
"1680","惑星鉄道","NULL","589","1119","1633","NULL","609","1156","1643","NULL","NULL","7","11","12","NULL","7","11","12","NULL"
"1681","ADAMANT","NULL","580","995","1539","NULL","580","995","1525","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1682","Aqvion","NULL","598","998","1773","NULL","600","1046","1774","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1683","Bang-Boo Bumble","NULL","573","993","1479","NULL","573","989","1476","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1684","Bring The Fire","NULL","598","991","1734","NULL","615","1057","1639","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1685","Butterfly Twist","NULL","524","801","1373","NULL","528","830","1308","NULL","NULL","5","8","11","NULL","5","8","11","NULL"
"1686","CHAOTIC SUNBIRD","NULL","623","885","1662","NULL","627","882","1512","NULL","NULL","6","9","11","NULL","6","9","11","NULL"
"1687","Chasing After YOU ～夢の欠片～ ft. 小林マナ","NULL","496","725","1032","NULL","507","748","1051","NULL","NULL","NULL","5","7","10","NULL","5","7","10"
"1688","Constellation","NULL","487","928","1435","NULL","527","888","1310","NULL","NULL","5","9","11","NULL","5","9","11","NULL"
"1689","COSMIC V3LOCITY","NULL","637","1188","1716","NULL","623","1174","1730","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1690","destination","NULL","523","1140","1698","NULL","523","1155","1770","NULL","NULL","5","10","12","NULL","5","10","12","NULL"
"1691","Digital Radiance","NULL","578","723","1018","NULL","584","779","1021","NULL","NULL","5","7","9","NULL","5","7","9","NULL"
"1692","DIVINE JUDGEMENT","NULL","520","1025","1416","NULL","537","1065","1455","NULL","NULL","6","10","12","NULL","6","10","12","NULL"
"1693","Dreamship","NULL","469","685","978","NULL","463","678","1030","NULL","NULL","4","7","9","NULL","4","7","9","NULL"
"1694","Drop Syndicate","NULL","600","1001","1861","NULL","607","959","1851","NULL","NULL","6","9","12","NULL","6","9","12","NULL"
"1695","Eleanor","NULL","404","707","1219","NULL","407","698","1209","NULL","NULL","4","7","10","NULL","4","7","10","NULL"
